memberid,coupondate,coupon id,usingflag,usingdate
2864,2021-09-13 22:49,pro_21102003,0,NULL
2733,2021-09-13 23:04,ddotuio0708,0,NULL
3044,2021-09-13 23:18,may2021035,0,NULL
2664,2021-09-14 02:43,ddotuio0708,0,NULL
2641,2021-09-14 03:56,ddotuio0708,0,NULL
2975,2021-09-14 05:42,may2021035,0,NULL
3181,2021-09-14 06:07,ddotuio0708,0,NULL
3045,2021-09-14 06:14,may2021035,0,NULL
2865,2021-09-14 08:54,pro_21102003,0,NULL
2699,2021-09-14 11:18,ddotuio0708,0,NULL
2976,2021-09-14 12:54,may2021035,0,NULL
3046,2021-09-14 13:36,may2021035,0,NULL
2615,2021-09-14 14:42,ddotuio0708,0,NULL
2866,2021-09-14 16:09,pro_21102003,1,2021-09-15 18:10
3147,2021-09-14 18:21,ddotuio0708,0,NULL
3147,2021-09-14 18:21,ice070880,0,NULL
2734,2021-09-14 19:53,ddotuio0708,0,NULL
2977,2021-09-14 20:09,may2021035,0,NULL
3047,2021-09-14 20:54,may2021035,0,NULL
2867,2021-09-14 23:24,pro_21102003,0,NULL
2665,2021-09-14 23:32,ddotuio0708,0,NULL
3182,2021-09-15 02:56,ddotuio0708,0,NULL
2978,2021-09-15 03:24,may2021035,0,NULL
3048,2021-09-15 03:50,ice070880,0,NULL
2868,2021-09-15 06:44,pro_21102003,0,NULL
2700,2021-09-15 08:07,ddotuio0708,0,NULL
2979,2021-09-15 10:40,may2021035,0,NULL
3049,2021-09-15 11:12,ice070880,0,NULL
2616,2021-09-15 11:31,ddotuio0708,0,NULL
2869,2021-09-15 14:01,pro_21102003,0,NULL
3148,2021-09-15 15:10,ddotuio0708,0,NULL
3148,2021-09-15 15:10,ice070880,0,NULL
2735,2021-09-15 16:42,ddotuio0708,0,NULL
2980,2021-09-15 17:52,may2021035,0,NULL
3050,2021-09-15 18:14,ice070880,1,2021-09-23 11:31
2666,2021-09-15 20:21,ddotuio0708,0,NULL
2870,2021-09-15 21:19,pro_21102003,0,NULL
3183,2021-09-15 23:45,ddotuio0708,0,NULL
2642,2021-09-16 00:45,ddotuio0708,0,NULL
2981,2021-09-16 01:24,may2021035,0,NULL
3051,2021-09-16 01:36,ice070880,0,NULL
2871,2021-09-16 04:34,pro_21102003,0,NULL
2701,2021-09-16 04:56,ddotuio0708,0,NULL
2617,2021-09-16 08:20,ddotuio0708,0,NULL
2982,2021-09-16 08:38,may2021035,0,NULL
3052,2021-09-16 08:54,ice070880,0,NULL
2872,2021-09-16 11:47,VI_211020,0,NULL
3149,2021-09-16 11:59,ddotuio0708,0,NULL
3149,2021-09-16 11:59,ice070880,0,NULL
2736,2021-09-16 13:31,ddotuio0708,0,NULL
3053,2021-09-16 15:50,ice070880,0,NULL
2983,2021-09-16 16:00,may2021035,0,NULL
2667,2021-09-16 17:10,ddotuio0708,0,NULL
2873,2021-09-16 19:16,VI_211020,0,NULL
3184,2021-09-16 20:34,ddotuio0708,0,NULL
3054,2021-09-16 23:12,ice070880,0,NULL
2984,2021-09-16 23:18,may2021035,0,NULL
2702,2021-09-17 01:45,ddotuio0708,0,NULL
2874,2021-09-17 02:30,VI_211020,0,NULL
2618,2021-09-17 05:09,ddotuio0708,0,NULL
2985,2021-09-17 06:14,may2021035,0,NULL
3055,2021-09-17 06:30,ice070880,0,NULL
3150,2021-09-17 08:48,ddotuio0708,0,NULL
3150,2021-09-17 08:48,ice070880,0,NULL
2875,2021-09-17 09:44,VI_211020,0,NULL
2737,2021-09-17 10:20,ddotuio0708,0,NULL
3056,2021-09-17 13:26,ice070880,1,2021-09-19 12:36
2986,2021-09-17 13:36,may2021035,1,2021-09-19 16:00
2668,2021-09-17 13:59,ddotuio0708,1,2021-09-19 16:06
2876,2021-09-17 16:56,VI_211020,1,2021-09-19 16:12
3185,2021-09-17 17:23,ddotuio0708,0,NULL
3057,2021-09-17 20:48,ice070880,0,NULL
2987,2021-09-17 20:54,may2021035,0,NULL
2643,2021-09-17 21:34,ddotuio0708,0,NULL
2703,2021-09-17 22:34,ddotuio0708,0,NULL
2877,2021-09-18 00:08,VI_211020,0,NULL
2619,2021-09-18 01:58,ddotuio0708,0,NULL
2988,2021-09-18 03:50,may2021035,0,NULL
3058,2021-09-18 04:06,ice070880,0,NULL
3151,2021-09-18 05:37,ddotuio0708,0,NULL
3151,2021-09-18 05:37,ice070880,0,NULL
2738,2021-09-18 07:09,ddotuio0708,0,NULL
2878,2021-09-18 07:21,VI_211020,0,NULL
2669,2021-09-18 10:48,ddotuio0708,0,NULL
3059,2021-09-18 11:02,ice070880,0,NULL
2989,2021-09-18 11:12,may2021035,1,2021-09-18 11:12
3186,2021-09-18 14:12,ddotuio0708,1,2021-09-18 14:12
2879,2021-09-18 14:39,VI_211020,1,2021-09-18 14:39
3060,2021-09-18 18:24,ice070880,1,2021-09-18 18:24
2990,2021-09-18 18:30,may2021035,1,2021-09-18 18:30
2704,2021-09-18 19:23,ddotuio0708,1,2021-09-18 19:23
2880,2021-09-18 22:09,VI_211020,1,2021-09-18 22:09
2620,2021-09-18 22:47,ddotuio0708,1,2021-09-18 22:47
2991,2021-09-19 01:26,may2021035,0,NULL
3061,2021-09-19 01:42,ice070880,0,NULL
3152,2021-09-19 02:26,ddotuio0708,0,NULL
3152,2021-09-19 02:26,ice070880,0,NULL
2739,2021-09-19 03:58,ddotuio0708,0,NULL
2881,2021-09-19 05:21,VI_211020,0,NULL
2670,2021-09-19 07:37,ddotuio0708,0,NULL
3062,2021-09-19 08:38,ice070880,0,NULL
2992,2021-09-19 08:48,may2021035,0,NULL
3187,2021-09-19 11:01,ddotuio0708,0,NULL
2882,2021-09-19 12:36,VI_211020,0,NULL
3063,2021-09-19 16:00,ice070880,0,NULL
2993,2021-09-19 16:06,may2021035,0,NULL
2705,2021-09-19 16:12,ddotuio0708,0,NULL
2644,2021-09-19 18:23,ddotuio0708,0,NULL
2621,2021-09-19 19:36,ddotuio0708,0,NULL
2883,2021-09-19 19:53,VI_211020,0,NULL
2994,2021-09-19 23:02,may2021035,0,NULL
3153,2021-09-19 23:15,ddotuio0708,0,NULL
3153,2021-09-19 23:15,ice070880,0,NULL
3064,2021-09-19 23:18,ice070880,0,NULL
2740,2021-09-20 00:47,ddotuio0708,0,NULL
2884,2021-09-20 03:12,VI_211020,0,NULL
2671,2021-09-20 04:26,ddotuio0708,0,NULL
3065,2021-09-20 06:14,ice070880,0,NULL
2995,2021-09-20 06:24,may2021035,0,NULL
3188,2021-09-20 07:50,ddotuio0708,0,NULL
2885,2021-09-20 10:25,VI_211020,0,NULL
2706,2021-09-20 13:01,ddotuio0708,0,NULL
3066,2021-09-20 13:36,ice070880,0,NULL
2622,2021-09-20 16:25,ddotuio0708,1,2021-09-28 15:09
2886,2021-09-20 17:37,VI_211020,1,2021-09-15 18:09
3154,2021-09-20 20:04,ddotuio0708,0,NULL
3154,2021-09-20 20:04,ice070880,0,NULL
3067,2021-09-20 20:54,ice070880,0,NULL
2741,2021-09-20 21:36,ddotuio0708,0,NULL
2887,2021-09-21 00:50,VI_211020,0,NULL
2672,2021-09-21 01:15,ddotuio0708,0,NULL
3068,2021-09-21 03:50,ice070880,0,NULL
3189,2021-09-21 04:39,ddotuio0708,0,NULL
2888,2021-09-21 08:03,VI_211020,0,NULL
2707,2021-09-21 09:50,ddotuio0708,0,NULL
2623,2021-09-21 13:14,ddotuio0708,0,NULL
2645,2021-09-21 15:12,ddotuio0708,0,NULL
2889,2021-09-21 15:19,VI_211020,0,NULL
3155,2021-09-21 16:53,ddotuio0708,0,NULL
3155,2021-09-21 16:53,ice070880,0,NULL
2742,2021-09-21 18:25,ddotuio0708,0,NULL
2673,2021-09-21 22:04,ddotuio0708,0,NULL
2890,2021-09-21 22:52,VI_211020,0,NULL
3190,2021-09-22 01:28,ddotuio0708,1,2021-09-26 18:08
2891,2021-09-22 06:21,NA_211020,0,NULL
2708,2021-09-22 06:39,ddotuio0708,0,NULL
2624,2021-09-22 10:03,ddotuio0708,0,NULL
2892,2021-09-22 13:37,NA_211020,0,NULL
3156,2021-09-22 13:42,ddotuio0708,0,NULL
3156,2021-09-22 13:42,ice070880,0,NULL
2743,2021-09-22 15:14,ddotuio0708,0,NULL
2674,2021-09-22 18:53,ddotuio0708,1,2021-11-06 12:07
2893,2021-09-22 20:50,NA_211020,0,NULL
3191,2021-09-22 22:17,ddotuio0708,0,NULL
2709,2021-09-23 03:28,ddotuio0708,0,NULL
2894,2021-09-23 04:14,NA_211020,0,NULL
2625,2021-09-23 06:52,ddotuio0708,0,NULL
3157,2021-09-23 10:31,ddotuio0708,0,NULL
3157,2021-09-23 10:31,ice070880,0,NULL
2895,2021-09-23 11:27,NA_211020,0,NULL
2646,2021-09-23 12:01,ddotuio0708,1,2021-09-23 12:01
2744,2021-09-23 12:03,ddotuio0708,1,2021-09-23 12:03
2675,2021-09-23 15:42,ddotuio0708,1,2021-09-23 15:42
2896,2021-09-23 18:39,NA_211020,0,NULL
3192,2021-09-23 19:06,ddotuio0708,0,NULL
2710,2021-09-24 00:17,ddotuio0708,0,NULL
2897,2021-09-24 01:55,NA_211020,0,NULL
2626,2021-09-24 03:41,ddotuio0708,0,NULL
3158,2021-09-24 07:20,ddotuio0708,0,NULL
2745,2021-09-24 08:52,ddotuio0708,1,2021-09-27 18:36
2898,2021-09-24 09:08,NA_211020,0,NULL
2676,2021-09-24 12:31,ddotuio0708,0,NULL
3193,2021-09-24 15:55,ddotuio0708,0,NULL
2899,2021-09-24 16:24,NA_211020,0,NULL
3124,2021-09-24 19:34,ddotuio0708,0,NULL
2711,2021-09-24 21:06,ddotuio0708,0,NULL
2900,2021-09-24 23:36,NA_211020,0,NULL
2627,2021-09-25 00:30,ddotuio0708,0,NULL
3159,2021-09-25 04:09,ddotuio0708,0,NULL
2746,2021-09-25 05:41,ddotuio0708,0,NULL
2901,2021-09-25 06:51,NA_211020,0,NULL
2647,2021-09-25 08:50,ddotuio0708,0,NULL
2677,2021-09-25 09:20,ddotuio0708,0,NULL
3194,2021-09-25 12:44,ddotuio0708,0,NULL
2902,2021-09-25 14:03,NA_211020,1,2021-11-01 14:55
3125,2021-09-25 16:23,ddotuio0708,1,2021-11-02 14:55
2712,2021-09-25 17:55,ddotuio0708,1,2021-09-26 14:57
2903,2021-09-25 21:15,NA_211020,0,NULL
2628,2021-09-25 21:19,ddotuio0708,0,NULL
3160,2021-09-26 00:58,ddotuio0708,0,NULL
2747,2021-09-26 02:30,ddotuio0708,0,NULL
2904,2021-09-26 04:35,NA_211020,0,NULL
2678,2021-09-26 06:09,ddotuio0708,0,NULL
3195,2021-09-26 09:33,ddotuio0708,0,NULL
2905,2021-09-26 11:48,NA_211020,0,NULL
3126,2021-09-26 13:12,ddotuio0708,1,2021-09-26 13:15
2713,2021-09-26 14:44,ddotuio0708,1,2021-09-26 14:52
2629,2021-09-26 18:08,ddotuio0708,1,2021-09-26 18:15
2906,2021-09-26 19:00,NA_211020,1,2021-09-26 19:30
3161,2021-09-26 21:47,ddotuio0708,0,NULL
2748,2021-09-26 23:19,ddotuio0708,0,NULL
2907,2021-09-27 02:54,NA_211020,0,NULL
2907,2021-09-27 02:54,NW_211013,1,2021-09-30 00:43
2679,2021-09-27 02:58,ddotuio0708,1,2021-09-29 12:00
2648,2021-09-27 05:39,ddotuio0708,1,2021-09-29 14:28
3196,2021-09-27 06:22,ddotuio0708,1,2021-09-29 15:39
3127,2021-09-27 10:01,ddotuio0708,1,2021-09-29 17:11
2908,2021-09-27 10:22,NA_211020,0,NULL
2908,2021-09-27 10:22,NW_211013,0,NULL
2714,2021-09-27 11:33,ddotuio0708,0,NULL
2630,2021-09-27 14:57,ddotuio0708,0,NULL
2909,2021-09-27 17:39,NA_211020,0,NULL
2909,2021-09-27 17:39,NW_211013,0,NULL
3162,2021-09-27 18:36,ddotuio0708,0,NULL
2749,2021-09-27 20:08,ddotuio0708,0,NULL
2680,2021-09-27 23:47,ddotuio0708,0,NULL
2910,2021-09-28 01:01,NA_211020,0,NULL
2910,2021-09-28 01:01,NW_211013,0,NULL
3197,2021-09-28 03:11,ddotuio0708,0,NULL
3128,2021-09-28 06:50,ddotuio0708,0,NULL
2911,2021-09-28 08:16,NA_211020,0,NULL
2911,2021-09-28 08:16,NW_211013,0,NULL
2715,2021-09-28 08:22,ddotuio0708,1,2021-09-29 13:46
2631,2021-09-28 11:46,ddotuio0708,1,2021-09-29 13:56
3163,2021-09-28 15:25,ddotuio0708,0,NULL
2912,2021-09-28 16:04,NA_211020,0,NULL
2912,2021-09-28 16:04,NW_211013,0,NULL
2750,2021-09-28 16:57,ddotuio0708,0,NULL
2681,2021-09-28 20:36,ddotuio0708,0,NULL
2913,2021-09-28 23:29,NA_211020,0,NULL
2913,2021-09-28 23:29,NW_211013,0,NULL
3198,2021-09-29 00:00,ddotuio0708,1,2021-09-30 14:57
2649,2021-09-29 02:28,ddotuio0708,1,2021-09-30 17:39
3129,2021-09-29 03:39,ddotuio0708,1,2021-09-30 17:39
2716,2021-09-29 05:11,ddotuio0708,1,2021-09-30 18:36
2914,2021-09-29 06:42,NA_211020,1,2021-09-30 20:08
2914,2021-09-29 06:42,NW_211013,0,NULL
2632,2021-09-29 08:35,ddotuio0708,0,NULL
3164,2021-09-29 12:14,ddotuio0708,0,NULL
2751,2021-09-29 13:46,ddotuio0708,0,NULL
2915,2021-09-29 13:56,NW_211013,0,NULL
2682,2021-09-29 17:25,ddotuio0708,0,NULL
3199,2021-09-29 20:49,ddotuio0708,0,NULL
2916,2021-09-29 21:32,NW_211013,0,NULL
3130,2021-09-30 00:28,ddotuio0708,0,NULL
2717,2021-09-30 02:00,ddotuio0708,0,NULL
2633,2021-09-30 05:24,ddotuio0708,0,NULL
2917,2021-09-30 05:25,NW_211013,0,NULL
3165,2021-09-30 09:03,ddotuio0708,0,NULL
2752,2021-09-30 10:35,ddotuio0708,0,NULL
2918,2021-09-30 12:37,NW_211013,1,2021-09-30 12:37
2683,2021-09-30 14:14,ddotuio0708,1,2021-09-30 14:14
3200,2021-09-30 17:38,ddotuio0708,1,2021-09-30 17:38
2919,2021-09-30 19:49,NW_211013,0,NULL
3131,2021-09-30 21:17,ddotuio0708,0,NULL
2718,2021-09-30 22:49,ddotuio0708,0,NULL
2650,2021-09-30 23:17,ddotuio0708,0,NULL
3204,2021-10-01 04:54,may2021035,0,NULL
3204,2021-10-01 04:54,ddotuio0708,0,NULL
3204,2021-10-01 04:54,ice070880,0,NULL
2639,2021-10-01 10:18,ddotuio0708,0,NULL
3133,2021-10-01 14:55,pro_21102003,0,NULL
3133,2021-10-01 14:55,may2021035,0,NULL
3133,2021-10-01 14:55,ddotuio0708,0,NULL
2675,2021-10-01 15:42,ddotuio0708,0,NULL
3169,2021-10-01 20:19,VI_211020,0,NULL
3169,2021-10-01 20:19,may2021035,0,NULL
3169,2021-10-01 20:19,ddotuio0708,0,NULL
3169,2021-10-01 20:19,ice070880,0,NULL
3205,2021-10-02 01:43,may2021035,0,NULL
3205,2021-10-02 01:43,ddotuio0708,0,NULL
3205,2021-10-02 01:43,ice070880,0,NULL
2640,2021-10-02 07:07,ddotuio0708,0,NULL
3134,2021-10-02 11:44,pro_21102003,1,2021-11-02 09:27
3134,2021-10-02 11:44,may2021035,0,NULL
3134,2021-10-02 11:44,ddotuio0708,0,NULL
2676,2021-10-02 12:31,ddotuio0708,0,NULL
3170,2021-10-02 17:08,VI_211020,0,NULL
3170,2021-10-02 17:08,may2021035,0,NULL
3170,2021-10-02 17:08,ddotuio0708,0,NULL
3170,2021-10-02 17:08,ice070880,0,NULL
3206,2021-10-02 22:32,may2021035,0,NULL
3206,2021-10-02 22:32,ddotuio0708,0,NULL
3206,2021-10-02 22:32,ice070880,0,NULL
2641,2021-10-03 03:56,ddotuio0708,0,NULL
3135,2021-10-03 08:33,pro_21102003,0,NULL
3135,2021-10-03 08:33,may2021035,0,NULL
3135,2021-10-03 08:33,ddotuio0708,0,NULL
2677,2021-10-03 09:20,ddotuio0708,0,NULL
3171,2021-10-03 13:57,VI_211020,0,NULL
3171,2021-10-03 13:57,may2021035,0,NULL
3171,2021-10-03 13:57,ddotuio0708,1,2021-11-01 13:23
3171,2021-10-03 13:57,ice070880,0,2021-11-03 18:08
3207,2021-10-03 19:21,may2021035,0,NULL
3207,2021-10-03 19:21,ddotuio0708,1,2021-11-03 14:12
2642,2021-10-04 00:45,ddotuio0708,1,2021-11-05 18:08
3136,2021-10-04 05:22,pro_21102003,0,NULL
3136,2021-10-04 05:22,may2021035,0,NULL
3136,2021-10-04 05:22,ddotuio0708,0,NULL
2678,2021-10-04 06:09,ddotuio0708,0,NULL
3172,2021-10-04 10:46,may2021035,0,NULL
3172,2021-10-04 10:46,ddotuio0708,0,NULL
3172,2021-10-04 10:46,ice070880,1,2021-11-05 12:59
3208,2021-10-04 16:10,may2021035,0,NULL
3208,2021-10-04 16:10,ddotuio0708,0,NULL
2643,2021-10-04 21:34,ddotuio0708,0,NULL
3137,2021-10-05 02:11,pro_21102003,0,NULL
3137,2021-10-05 02:11,may2021035,0,NULL
3137,2021-10-05 02:11,ddotuio0708,0,NULL
2679,2021-10-05 02:58,ddotuio0708,0,NULL
3069,2021-10-05 02:58,pro_21102001,0,NULL
3173,2021-10-05 07:35,NA_211020,0,NULL
3173,2021-10-05 07:35,may2021035,1,2021-11-02 16:23
3173,2021-10-05 07:35,ddotuio0708,1,2021-11-01 16:23
3173,2021-10-05 07:35,ice070880,1,2021-11-05 17:10
3209,2021-10-05 12:59,may2021035,0,NULL
3209,2021-10-05 12:59,ddotuio0708,0,NULL
2644,2021-10-05 18:23,ddotuio0708,0,NULL
3138,2021-10-05 23:00,pro_21102003,0,NULL
3138,2021-10-05 23:00,may2021035,0,NULL
3138,2021-10-05 23:00,ddotuio0708,0,NULL
2680,2021-10-05 23:47,ddotuio0708,0,NULL
3070,2021-10-06 03:17,pro_21102001,0,NULL
3174,2021-10-06 04:24,NA_211020,0,NULL
3174,2021-10-06 04:24,may2021035,1,2021-11-01 11:18
3174,2021-10-06 04:24,ddotuio0708,0,NULL
3174,2021-10-06 04:24,ice070880,0,NULL
3210,2021-10-06 09:48,may2021035,0,NULL
3210,2021-10-06 09:48,ddotuio0708,0,NULL
2645,2021-10-06 15:12,ddotuio0708,0,NULL
3139,2021-10-06 19:49,pro_21102003,0,NULL
3139,2021-10-06 19:49,may2021035,0,NULL
3139,2021-10-06 19:49,ddotuio0708,0,NULL
2681,2021-10-06 20:36,ddotuio0708,0,NULL
3175,2021-10-07 01:13,NA_211020,0,NULL
3175,2021-10-07 01:13,may2021035,0,NULL
3175,2021-10-07 01:13,ddotuio0708,0,NULL
3175,2021-10-07 01:13,ice070880,1,2021-11-03 18:21
3071,2021-10-07 05:11,pro_21102001,0,NULL
3211,2021-10-07 06:37,may2021035,0,NULL
3211,2021-10-07 06:37,ddotuio0708,0,NULL
2646,2021-10-07 12:01,ddotuio0708,0,NULL
3140,2021-10-07 16:38,pro_21102003,0,NULL
3140,2021-10-07 16:38,may2021035,0,NULL
3140,2021-10-07 16:38,ddotuio0708,1,2021-11-05 13:58
2682,2021-10-07 17:25,ddotuio0708,1,2021-11-05 13:58
3176,2021-10-07 22:02,NA_211020,1,2021-11-05 17:43
3176,2021-10-07 22:02,may2021035,0,NULL
3176,2021-10-07 22:02,ddotuio0708,0,NULL
3176,2021-10-07 22:02,ice070880,1,2021-11-05 16:16
2611,2021-10-08 03:26,may2021035,0,NULL
2611,2021-10-08 03:26,ddotuio0708,0,NULL
3072,2021-10-08 05:25,pro_21102001,0,NULL
2647,2021-10-08 08:50,ddotuio0708,0,NULL
3141,2021-10-08 13:27,pro_21102003,1,2021-11-03 18:19
3141,2021-10-08 13:27,may2021035,0,NULL
3141,2021-10-08 13:27,ddotuio0708,0,NULL
2683,2021-10-08 14:14,ddotuio0708,0,NULL
3177,2021-10-08 18:51,NA_211020,0,NULL
3177,2021-10-08 18:51,may2021035,0,NULL
3177,2021-10-08 18:51,ddotuio0708,0,NULL
3177,2021-10-08 18:51,ice070880,0,NULL
3094,2021-10-09 00:02,pro_21102001,0,NULL
3095,2021-10-09 00:06,pro_21102001,0,NULL
2612,2021-10-09 00:15,may2021035,0,NULL
2612,2021-10-09 00:15,ddotuio0708,1,2021-11-06 13:12
3073,2021-10-09 05:34,pro_21102001,0,2021-09-26 14:44
2648,2021-10-09 05:39,ddotuio0708,1,2021-11-04 18:08
3096,2021-10-09 10:07,pro_21102001,0,2021-09-26 21:47
3102,2021-10-09 10:09,pro_21102001,0,NULL
3103,2021-10-09 10:09,pro_21102001,0,NULL
3104,2021-10-09 10:11,pro_21102001,0,NULL
3142,2021-10-09 10:16,pro_21102003,0,NULL
3142,2021-10-09 10:16,may2021035,0,NULL
3142,2021-10-09 10:16,ddotuio0708,0,NULL
3105,2021-10-09 10:19,pro_21102001,0,NULL
3097,2021-10-09 10:39,pro_21102001,0,NULL
3098,2021-10-09 10:39,pro_21102001,0,NULL
3099,2021-10-09 10:41,pro_21102001,0,NULL
3100,2021-10-09 10:47,pro_21102001,0,NULL
3106,2021-10-09 10:49,pro_21102002,0,NULL
3101,2021-10-09 10:54,pro_21102001,0,NULL
2684,2021-10-09 11:03,ddotuio0708,0,NULL
3107,2021-10-09 11:43,pro_21102002,1,2021-11-02 12:43
3108,2021-10-09 12:43,pro_21102002,1,2021-11-03 13:45
3109,2021-10-09 13:45,pro_21102002,1,2021-11-01 14:33
3110,2021-10-09 14:33,pro_21102002,1,2021-11-02 15:40
3178,2021-10-09 15:40,NA_211020,0,NULL
3178,2021-10-09 15:40,may2021035,0,NULL
3178,2021-10-09 15:40,ddotuio0708,0,NULL
3178,2021-10-09 15:40,ice070880,0,NULL
2613,2021-10-09 21:04,may2021035,0,NULL
2613,2021-10-09 21:04,ddotuio0708,0,NULL
2649,2021-10-10 02:28,ddotuio0708,0,NULL
3074,2021-10-10 05:38,pro_21102001,0,NULL
3076,2021-10-10 05:44,pro_21102001,0,NULL
3077,2021-10-10 05:53,pro_21102001,0,NULL
3078,2021-10-10 06:00,pro_21102001,0,NULL
3079,2021-10-10 06:01,pro_21102001,0,NULL
3080,2021-10-10 06:19,pro_21102001,0,NULL
3143,2021-10-10 07:05,pro_21102003,0,NULL
3143,2021-10-10 07:05,may2021035,0,NULL
3143,2021-10-10 07:05,ddotuio0708,0,NULL
3143,2021-10-10 07:05,ice070880,0,NULL
3081,2021-10-10 07:31,pro_21102001,0,NULL
3082,2021-10-10 07:36,pro_21102001,0,NULL
2685,2021-10-10 07:52,ddotuio0708,0,NULL
3179,2021-10-10 12:29,NA_211020,0,NULL
3179,2021-10-10 12:29,may2021035,0,NULL
3179,2021-10-10 12:29,ddotuio0708,0,NULL
3179,2021-10-10 12:29,ice070880,0,2021-11-01 17:53
2614,2021-10-10 17:53,may2021035,0,NULL
2614,2021-10-10 17:53,ddotuio0708,0,NULL
2650,2021-10-10 23:17,ddotuio0708,0,NULL
3144,2021-10-11 03:54,pro_21102003,0,NULL
3144,2021-10-11 03:54,may2021035,0,NULL
3144,2021-10-11 03:54,ddotuio0708,0,NULL
3144,2021-10-11 03:54,ice070880,0,NULL
2686,2021-10-11 04:41,ddotuio0708,0,NULL
3180,2021-10-11 09:18,NA_211020,0,NULL
3180,2021-10-11 09:18,may2021035,1,2021-11-06 11:01
3180,2021-10-11 09:18,ddotuio0708,0,NULL
3180,2021-10-11 09:18,ice070880,0,NULL
2615,2021-10-11 14:42,may2021035,0,NULL
2615,2021-10-11 14:42,ddotuio0708,0,NULL
2651,2021-10-11 20:06,ddotuio0708,0,NULL
3145,2021-10-12 00:43,pro_21102003,0,NULL
3145,2021-10-12 00:43,may2021035,0,NULL
3145,2021-10-12 00:43,ddotuio0708,0,NULL
3145,2021-10-12 00:43,ice070880,0,NULL
2687,2021-10-12 01:30,ddotuio0708,0,NULL
3181,2021-10-12 06:07,NA_211020,0,NULL
3181,2021-10-12 06:07,may2021035,0,NULL
3181,2021-10-12 06:07,ddotuio0708,0,NULL
3181,2021-10-12 06:07,ice070880,1,2021-11-01 13:14
2616,2021-10-12 11:31,may2021035,1,2021-11-01 13:14
2616,2021-10-12 11:31,ddotuio0708,0,NULL
2652,2021-10-12 16:55,ddotuio0708,0,NULL
3146,2021-10-12 21:32,pro_21102003,0,NULL
3146,2021-10-12 21:32,may2021035,0,NULL
3146,2021-10-12 21:32,ddotuio0708,0,NULL
3146,2021-10-12 21:32,ice070880,0,NULL
2688,2021-10-12 22:19,ddotuio0708,0,NULL
3182,2021-10-13 02:56,NA_211020,0,NULL
3182,2021-10-13 02:56,may2021035,0,NULL
3182,2021-10-13 02:56,ddotuio0708,0,NULL
3182,2021-10-13 02:56,ice070880,0,NULL
2617,2021-10-13 08:20,may2021035,0,NULL
2617,2021-10-13 08:20,ddotuio0708,0,NULL
2653,2021-10-13 13:44,ddotuio0708,0,NULL
3147,2021-10-13 18:21,VI_211020,0,NULL
3147,2021-10-13 18:21,may2021035,0,NULL
3147,2021-10-13 18:21,ddotuio0708,0,NULL
3147,2021-10-13 18:21,ice070880,0,NULL
2689,2021-10-13 19:08,ddotuio0708,0,NULL
3089,2021-10-13 21:39,pro_21102001,0,NULL
3183,2021-10-13 23:45,NA_211020,0,NULL
3183,2021-10-13 23:45,may2021035,0,NULL
3183,2021-10-13 23:45,ddotuio0708,0,NULL
3183,2021-10-13 23:45,ice070880,0,NULL
2618,2021-10-14 05:09,may2021035,0,NULL
2618,2021-10-14 05:09,ddotuio0708,0,NULL
2654,2021-10-14 10:33,ddotuio0708,0,NULL
3148,2021-10-14 15:10,VI_211020,0,NULL
3148,2021-10-14 15:10,may2021035,0,NULL
3148,2021-10-14 15:10,ddotuio0708,0,NULL
3148,2021-10-14 15:10,ice070880,1,2021-11-05 17:23
2690,2021-10-14 15:57,ddotuio0708,0,NULL
3184,2021-10-14 20:34,NA_211020,0,NULL
3184,2021-10-14 20:34,may2021035,0,NULL
3184,2021-10-14 20:34,ddotuio0708,0,NULL
3184,2021-10-14 20:34,ice070880,0,NULL
3088,2021-10-14 21:38,pro_21102001,0,NULL
2619,2021-10-15 01:58,may2021035,0,NULL
2619,2021-10-15 01:58,ddotuio0708,0,NULL
3075,2021-10-15 05:43,pro_21102001,0,NULL
2655,2021-10-15 07:22,ddotuio0708,0,NULL
3083,2021-10-15 07:50,pro_21102001,0,NULL
3084,2021-10-15 07:56,pro_21102001,0,NULL
3085,2021-10-15 08:05,pro_21102001,0,NULL
3086,2021-10-15 08:19,pro_21102001,0,NULL
3149,2021-10-15 11:59,VI_211020,0,NULL
3149,2021-10-15 11:59,may2021035,0,NULL
3149,2021-10-15 11:59,ddotuio0708,0,NULL
3149,2021-10-15 11:59,ice070880,0,NULL
2691,2021-10-15 12:46,ddotuio0708,0,NULL
3185,2021-10-15 17:23,NA_211020,0,2021-11-05 17:23
3185,2021-10-15 17:23,may2021035,0,NULL
3185,2021-10-15 17:23,ddotuio0708,0,NULL
3185,2021-10-15 17:23,ice070880,0,2021-11-05 17:23
3087,2021-10-15 20:36,pro_21102001,0,NULL
3090,2021-10-15 22:33,pro_21102001,0,NULL
2620,2021-10-15 22:47,may2021035,0,NULL
2620,2021-10-15 22:47,ddotuio0708,0,NULL
3091,2021-10-15 23:25,pro_21102001,0,NULL
3092,2021-10-15 23:38,pro_21102001,0,NULL
3093,2021-10-15 23:46,pro_21102001,0,NULL
2656,2021-10-16 04:11,ddotuio0708,0,NULL
3150,2021-10-16 08:48,VI_211020,0,NULL
3150,2021-10-16 08:48,may2021035,0,NULL
3150,2021-10-16 08:48,ddotuio0708,0,NULL
3150,2021-10-16 08:48,ice070880,0,NULL
